O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
51-9195.04	3.A.2	On-Site or In-Plant Training	PT	2	2.37	22	2.4699	0.2632	18.2617	N	07/2015	Incumbent
51-9195.04	3.A.2	On-Site or In-Plant Training	PT	3	2.77	22	2.3057	0.4780	14.4565	N	07/2015	Incumbent
51-9195.04	3.A.2	On-Site or In-Plant Training	PT	4	18.75	22	15.1748	2.8242	64.6846	N	07/2015	Incumbent
51-9195.04	3.A.2	On-Site or In-Plant Training	PT	5	2.96	22	1.9659	0.7281	11.2409	N	07/2015	Incumbent
51-9195.04	3.A.2	On-Site or In-Plant Training	PT	6	14.57	22	10.9660	2.6562	51.5863	N	07/2015	Incumbent
51-9195.04	3.A.2	On-Site or In-Plant Training	PT	7	20.77	22	12.5881	5.0700	56.2659	N	07/2015	Incumbent
51-9195.04	3.A.2	On-Site or In-Plant Training	PT	8	2.75	22	2.2661	0.4834	14.1400	N	07/2015	Incumbent
51-9195.04	3.A.2	On-Site or In-Plant Training	PT	9	15.77	22	13.4658	2.2233	60.6537	N	07/2015	Incumbent
51-9195.04	3.A.3	On-the-Job Training	OJ	1	20.86	22	15.6007	3.5615	65.2913	N	07/2015	Incumbent
51-9195.04	3.A.3	On-the-Job Training	OJ	2	4.30	22	3.3157	0.8338	19.3583	N	07/2015	Incumbent
51-9195.04	3.A.3	On-the-Job Training	OJ	3	1.88	22	1.4949	0.3558	9.3567	N	07/2015	Incumbent
51-9195.04	3.A.3	On-the-Job Training	OJ	4	15.73	22	14.4711	1.8922	64.3767	N	07/2015	Incumbent
51-9195.04	3.A.3	On-the-Job Training	OJ	5	6.27	22	3.9364	1.6322	21.2225	N	07/2015	Incumbent
51-9195.04	3.A.3	On-the-Job Training	OJ	6	17.26	22	9.7903	4.7722	46.4648	N	07/2015	Incumbent
51-9195.04	3.A.3	On-the-Job Training	OJ	7	16.25	22	10.7048	3.6419	49.9009	N	07/2015	Incumbent
51-9195.04	3.A.3	On-the-Job Training	OJ	8	16.34	22	13.4705	2.4547	60.2550	N	07/2015	Incumbent
51-9195.04	3.A.3	On-the-Job Training	OJ	9	1.11	22	1.1817	0.1201	9.5114	N	07/2015	Incumbent
51-9195.05	2.D.1	Required Level of Education	RL	1	16.01	16	9.4606	4.0835	46.0608	N	08/2020	Incumbent
51-9195.05	2.D.1	Required Level of Education	RL	2	30.48	16	13.6406	10.0055	63.3568	N	08/2020	Incumbent
51-9195.05	2.D.1	Required Level of Education	RL	3	0.00	16	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	2.D.1	Required Level of Education	RL	4	30.90	16	13.7104	10.2174	63.7351	N	08/2020	Incumbent
51-9195.05	2.D.1	Required Level of Education	RL	5	0.00	16	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	2.D.1	Required Level of Education	RL	6	17.67	16	9.9702	4.7428	48.0485	N	08/2020	Incumbent
51-9195.05	2.D.1	Required Level of Education	RL	7	4.94	16	4.8423	0.5724	31.8968	N	08/2020	Incumbent
51-9195.05	2.D.1	Required Level of Education	RL	8	0.00	16	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	2.D.1	Required Level of Education	RL	9	0.00	16	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	2.D.1	Required Level of Education	RL	10	0.00	16	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	2.D.1	Required Level of Education	RL	11	0.00	16	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	2.D.1	Required Level of Education	RL	12	0.00	16	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.68	18	0.3824	1.0000	2.4821	N	08/2020	Incumbent
51-9195.05	3.A.1	Related Work Experience	RW	1	7.47	18	5.5948	1.4434	30.8099	N	08/2020	Incumbent
51-9195.05	3.A.1	Related Work Experience	RW	2	7.53	18	7.4049	0.8568	43.4271	N	08/2020	Incumbent
51-9195.05	3.A.1	Related Work Experience	RW	3	0.00	18	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	3.A.1	Related Work Experience	RW	4	0.00	18	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	3.A.1	Related Work Experience	RW	5	10.25	18	7.7484	1.8950	40.3068	N	08/2020	Incumbent
51-9195.05	3.A.1	Related Work Experience	RW	6	17.93	18	10.7885	4.4448	50.6433	N	08/2020	Incumbent
51-9195.05	3.A.1	Related Work Experience	RW	7	7.77	18	7.5297	0.9100	43.6011	N	08/2020	Incumbent
51-9195.05	3.A.1	Related Work Experience	RW	8	22.45	18	11.6151	6.6141	54.1874	N	08/2020	Incumbent
51-9195.05	3.A.1	Related Work Experience	RW	9	8.67	18	8.4178	0.9972	47.2134	N	08/2020	Incumbent
51-9195.05	3.A.1	Related Work Experience	RW	10	0.00	18	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	3.A.1	Related Work Experience	RW	11	17.93	18	11.7672	3.8858	54.1419	N	08/2020	Incumbent
51-9195.05	3.A.2	On-Site or In-Plant Training	PT	1	6.50	18	6.3858	0.7504	38.9656	N	08/2020	Incumbent
51-9195.05	3.A.2	On-Site or In-Plant Training	PT	2	21.21	18	12.2325	5.4349	55.7757	N	08/2020	Incumbent
51-9195.05	3.A.2	On-Site or In-Plant Training	PT	3	4.99	18	3.7342	0.9887	21.6683	N	08/2020	Incumbent
51-9195.05	3.A.2	On-Site or In-Plant Training	PT	4	6.73	18	4.9100	1.3651	27.3203	N	08/2020	Incumbent
51-9195.05	3.A.2	On-Site or In-Plant Training	PT	5	26.60	18	13.1084	8.0795	59.9041	N	08/2020	Incumbent
51-9195.05	3.A.2	On-Site or In-Plant Training	PT	6	12.73	18	8.7706	2.6833	43.5515	N	08/2020	Incumbent
51-9195.05	3.A.2	On-Site or In-Plant Training	PT	7	3.31	18	3.5297	0.3338	25.9495	N	08/2020	Incumbent
51-9195.05	3.A.2	On-Site or In-Plant Training	PT	8	0.00	18	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	3.A.2	On-Site or In-Plant Training	PT	9	17.93	18	11.7672	3.8858	54.1419	N	08/2020	Incumbent
51-9195.05	3.A.3	On-the-Job Training	OJ	1	0.00	18	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	3.A.3	On-the-Job Training	OJ	2	20.06	18	10.5384	5.9045	50.1003	N	08/2020	Incumbent
51-9195.05	3.A.3	On-the-Job Training	OJ	3	16.89	18	10.5253	4.0083	49.7133	N	08/2020	Incumbent
51-9195.05	3.A.3	On-the-Job Training	OJ	4	2.48	18	2.5433	0.2754	18.9613	N	08/2020	Incumbent
51-9195.05	3.A.3	On-the-Job Training	OJ	5	16.44	18	10.9356	3.5388	51.3415	N	08/2020	Incumbent
51-9195.05	3.A.3	On-the-Job Training	OJ	6	12.73	18	8.7706	2.6833	43.5515	N	08/2020	Incumbent
51-9195.05	3.A.3	On-the-Job Training	OJ	7	13.47	18	9.9702	2.4978	48.6171	N	08/2020	Incumbent
51-9195.05	3.A.3	On-the-Job Training	OJ	8	0.00	18	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9195.05	3.A.3	On-the-Job Training	OJ	9	17.93	18	11.7672	3.8858	54.1419	N	08/2020	Incumbent
51-9195.05	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.81	18	0.3256	2.1193	3.4933	N	08/2020	Incumbent
51-9196.00	2.D.1	Required Level of Education	RL	1	20.15	26	8.4693	7.8618	42.7295	N	08/2018	Incumbent
51-9196.00	2.D.1	Required Level of Education	RL	2	69.35	26	8.5325	49.7448	83.7980	N	08/2018	Incumbent
51-9196.00	2.D.1	Required Level of Education	RL	3	0.51	26	0.5356	0.0575	4.3318	N	08/2018	Incumbent
51-9196.00	2.D.1	Required Level of Education	RL	4	9.39	26	8.0019	1.4708	41.8290	N	08/2018	Incumbent
51-9196.00	2.D.1	Required Level of Education	RL	5	0.61	26	0.6437	0.0676	5.2162	N	08/2018	Incumbent
51-9196.00	2.D.1	Required Level of Education	RL	6	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	2.D.1	Required Level of Education	RL	7	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	2.D.1	Required Level of Education	RL	8	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	2.D.1	Required Level of Education	RL	9	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	2.D.1	Required Level of Education	RL	10	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	2.D.1	Required Level of Education	RL	11	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	2.D.1	Required Level of Education	RL	12	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	3.A.1	Related Work Experience	RW	1	7.33	26	4.0954	2.2310	21.4957	N	08/2018	Incumbent
51-9196.00	3.A.1	Related Work Experience	RW	2	25.42	26	11.0983	9.2601	53.2273	N	08/2018	Incumbent
51-9196.00	3.A.1	Related Work Experience	RW	3	8.92	26	8.0013	1.2711	42.6798	N	08/2018	Incumbent
51-9196.00	3.A.1	Related Work Experience	RW	4	22.63	26	11.8026	6.8010	53.9665	N	08/2018	Incumbent
51-9196.00	3.A.1	Related Work Experience	RW	5	17.84	26	8.8572	5.8841	42.9784	N	08/2018	Incumbent
51-9196.00	3.A.1	Related Work Experience	RW	6	10.50	26	8.0016	1.9920	40.3878	N	08/2018	Incumbent
51-9196.00	3.A.1	Related Work Experience	RW	7	1.54	26	1.2622	0.2820	7.9841	N	08/2018	Incumbent
51-9196.00	3.A.1	Related Work Experience	RW	8	5.83	26	5.1558	0.8868	29.9872	N	08/2018	Incumbent
51-9196.00	3.A.1	Related Work Experience	RW	9	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	3.A.1	Related Work Experience	RW	10	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	3.A.1	Related Work Experience	RW	11	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	3.A.2	On-Site or In-Plant Training	PT	1	22.46	26	11.7432	6.7368	53.7348	N	08/2018	Incumbent
51-9196.00	3.A.2	On-Site or In-Plant Training	PT	2	31.59	26	14.4578	10.4307	64.6859	N	08/2018	Incumbent
51-9196.00	3.A.2	On-Site or In-Plant Training	PT	3	18.82	26	10.2140	5.5282	47.8800	N	08/2018	Incumbent
51-9196.00	3.A.2	On-Site or In-Plant Training	PT	4	10.37	26	9.1366	1.5030	46.7061	N	08/2018	Incumbent
51-9196.00	3.A.2	On-Site or In-Plant Training	PT	5	10.42	26	8.0354	1.9382	40.6482	N	08/2018	Incumbent
51-9196.00	3.A.2	On-Site or In-Plant Training	PT	6	0.51	26	0.5356	0.0575	4.3318	N	08/2018	Incumbent
51-9196.00	3.A.2	On-Site or In-Plant Training	PT	7	5.83	26	5.1558	0.8868	29.9872	N	08/2018	Incumbent
51-9196.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	3.A.3	On-the-Job Training	OJ	1	7.04	26	5.2530	1.4305	28.3414	N	08/2018	Incumbent
51-9196.00	3.A.3	On-the-Job Training	OJ	2	23.66	26	16.2583	4.6304	66.4287	N	08/2018	Incumbent
51-9196.00	3.A.3	On-the-Job Training	OJ	3	46.30	26	17.9415	16.3191	79.2118	Y	08/2018	Incumbent
51-9196.00	3.A.3	On-the-Job Training	OJ	4	10.84	26	9.2324	1.6695	46.5168	N	08/2018	Incumbent
51-9196.00	3.A.3	On-the-Job Training	OJ	5	10.62	26	5.8922	3.2049	29.9075	N	08/2018	Incumbent
51-9196.00	3.A.3	On-the-Job Training	OJ	6	1.54	26	1.2622	0.2820	7.9841	N	08/2018	Incumbent
51-9196.00	3.A.3	On-the-Job Training	OJ	7	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	3.A.3	On-the-Job Training	OJ	8	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9196.00	3.A.3	On-the-Job Training	OJ	9	0.00	26	0.0000	n/a	n/a	N	08/2018	Incumbent
51-9197.00	2.D.1	Required Level of Education	RL	1	26.13	25	14.9156	6.6966	63.5436	N	08/2020	Incumbent
51-9197.00	2.D.1	Required Level of Education	RL	2	66.45	25	15.8122	31.4218	89.5400	N	08/2020	Incumbent
51-9197.00	2.D.1	Required Level of Education	RL	3	6.89	25	6.8592	0.8089	40.1934	N	08/2020	Incumbent
51-9197.00	2.D.1	Required Level of Education	RL	4	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	2.D.1	Required Level of Education	RL	5	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	2.D.1	Required Level of Education	RL	6	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	2.D.1	Required Level of Education	RL	7	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	2.D.1	Required Level of Education	RL	8	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	2.D.1	Required Level of Education	RL	9	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	2.D.1	Required Level of Education	RL	10	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	2.D.1	Required Level of Education	RL	11	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	2.D.1	Required Level of Education	RL	12	0.53	25	0.5535	0.0613	4.4367	N	08/2020	Incumbent
51-9197.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.03	25	0.3855	1.2364	2.8275	N	08/2020	Incumbent
51-9197.00	3.A.1	Related Work Experience	RW	1	54.65	25	14.3508	26.7289	79.9276	N	08/2020	Incumbent
51-9197.00	3.A.1	Related Work Experience	RW	2	10.41	25	5.9191	3.0373	30.0994	N	08/2020	Incumbent
51-9197.00	3.A.1	Related Work Experience	RW	3	7.35	25	5.2516	1.5908	28.0371	N	08/2020	Incumbent
51-9197.00	3.A.1	Related Work Experience	RW	4	3.77	25	2.9697	0.7188	17.5022	N	08/2020	Incumbent
51-9197.00	3.A.1	Related Work Experience	RW	5	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	3.A.1	Related Work Experience	RW	6	23.29	25	14.4230	5.4240	61.6366	N	08/2020	Incumbent
51-9197.00	3.A.1	Related Work Experience	RW	7	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	3.A.1	Related Work Experience	RW	8	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	3.A.1	Related Work Experience	RW	9	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	3.A.1	Related Work Experience	RW	10	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	3.A.1	Related Work Experience	RW	11	0.53	25	0.5535	0.0613	4.4367	N	08/2020	Incumbent
51-9197.00	3.A.2	On-Site or In-Plant Training	PT	1	12.17	25	6.1265	4.0755	31.1434	N	08/2020	Incumbent
51-9197.00	3.A.2	On-Site or In-Plant Training	PT	2	14.61	25	6.5461	5.4777	33.5698	N	08/2020	Incumbent
51-9197.00	3.A.2	On-Site or In-Plant Training	PT	3	36.47	25	14.0755	14.0757	66.7903	N	08/2020	Incumbent
51-9197.00	3.A.2	On-Site or In-Plant Training	PT	4	9.21	25	5.4805	2.5538	28.1813	N	08/2020	Incumbent
51-9197.00	3.A.2	On-Site or In-Plant Training	PT	5	4.50	25	3.4396	0.8954	19.7306	N	08/2020	Incumbent
51-9197.00	3.A.2	On-Site or In-Plant Training	PT	6	15.61	25	13.6990	2.1188	61.2673	N	08/2020	Incumbent
51-9197.00	3.A.2	On-Site or In-Plant Training	PT	7	6.89	25	6.8592	0.8089	40.1934	N	08/2020	Incumbent
51-9197.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	3.A.2	On-Site or In-Plant Training	PT	9	0.53	25	0.5535	0.0613	4.4367	N	08/2020	Incumbent
51-9197.00	3.A.3	On-the-Job Training	OJ	1	2.29	25	1.8466	0.4235	11.4120	N	08/2020	Incumbent
51-9197.00	3.A.3	On-the-Job Training	OJ	2	16.85	25	7.3618	6.4131	37.4769	N	08/2020	Incumbent
51-9197.00	3.A.3	On-the-Job Training	OJ	3	50.16	25	15.1780	22.3268	77.8918	N	08/2020	Incumbent
51-9197.00	3.A.3	On-the-Job Training	OJ	4	1.85	25	1.9447	0.2079	14.6329	N	08/2020	Incumbent
51-9197.00	3.A.3	On-the-Job Training	OJ	5	12.17	25	7.8887	2.9335	38.8587	N	08/2020	Incumbent
51-9197.00	3.A.3	On-the-Job Training	OJ	6	16.15	25	13.6626	2.3426	60.7147	N	08/2020	Incumbent
51-9197.00	3.A.3	On-the-Job Training	OJ	7	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	3.A.3	On-the-Job Training	OJ	8	0.00	25	0.0000	n/a	n/a	N	08/2020	Incumbent
51-9197.00	3.A.3	On-the-Job Training	OJ	9	0.53	25	0.5535	0.0613	4.4367	N	08/2020	Incumbent
51-9197.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.69	25	0.3061	1.0594	2.3229	N	08/2020	Incumbent
51-9198.00	2.D.1	Required Level of Education	RL	1	32.24	33	9.1282	16.8854	52.7081	N	07/2015	Incumbent
51-9198.00	2.D.1	Required Level of Education	RL	2	49.30	33	11.3566	27.8200	71.0448	N	07/2015	Incumbent
51-9198.00	2.D.1	Required Level of Education	RL	3	17.63	33	7.3246	7.1126	37.4181	N	07/2015	Incumbent
51-9198.00	2.D.1	Required Level of Education	RL	4	0.83	33	0.8340	0.1063	6.1818	N	07/2015	Incumbent
51-9198.00	2.D.1	Required Level of Education	RL	5	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	2.D.1	Required Level of Education	RL	6	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	2.D.1	Required Level of Education	RL	7	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	2.D.1	Required Level of Education	RL	8	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	2.D.1	Required Level of Education	RL	9	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	2.D.1	Required Level of Education	RL	10	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	2.D.1	Required Level of Education	RL	11	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	2.D.1	Required Level of Education	RL	12	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	3.A.1	Related Work Experience	RW	1	37.56	33	10.9884	18.8075	60.9728	N	07/2015	Incumbent
51-9198.00	3.A.1	Related Work Experience	RW	2	3.37	33	3.3844	0.4178	22.4649	N	07/2015	Incumbent
51-9198.00	3.A.1	Related Work Experience	RW	3	11.21	33	6.5677	3.1860	32.6209	N	07/2015	Incumbent
51-9198.00	3.A.1	Related Work Experience	RW	4	18.03	33	9.1883	5.8400	43.8339	N	07/2015	Incumbent
51-9198.00	3.A.1	Related Work Experience	RW	5	15.41	33	6.8677	5.8655	34.7604	N	07/2015	Incumbent
51-9198.00	3.A.1	Related Work Experience	RW	6	3.08	33	1.9848	0.8118	10.9647	N	07/2015	Incumbent
51-9198.00	3.A.1	Related Work Experience	RW	7	4.68	33	4.7186	0.5679	29.7244	N	07/2015	Incumbent
51-9198.00	3.A.1	Related Work Experience	RW	8	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	3.A.1	Related Work Experience	RW	9	6.65	33	6.5510	0.8247	37.9262	N	07/2015	Incumbent
51-9198.00	3.A.1	Related Work Experience	RW	10	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	3.A.1	Related Work Experience	RW	11	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	3.A.2	On-Site or In-Plant Training	PT	1	21.63	33	7.8798	9.6746	41.5709	N	07/2015	Incumbent
51-9198.00	3.A.2	On-Site or In-Plant Training	PT	2	40.80	33	9.0237	24.3579	59.5995	N	07/2015	Incumbent
51-9198.00	3.A.2	On-Site or In-Plant Training	PT	3	14.06	33	6.1140	5.5134	31.4387	N	07/2015	Incumbent
51-9198.00	3.A.2	On-Site or In-Plant Training	PT	4	13.78	33	7.3074	4.3644	35.8724	N	07/2015	Incumbent
51-9198.00	3.A.2	On-Site or In-Plant Training	PT	5	8.90	33	6.6839	1.7898	34.3726	N	07/2015	Incumbent
51-9198.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	3.A.2	On-Site or In-Plant Training	PT	7	0.83	33	0.8340	0.1063	6.1818	N	07/2015	Incumbent
51-9198.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	3.A.3	On-the-Job Training	OJ	1	11.66	33	6.2639	3.6829	31.2955	N	07/2015	Incumbent
51-9198.00	3.A.3	On-the-Job Training	OJ	2	32.56	33	11.0834	14.7261	57.4441	N	07/2015	Incumbent
51-9198.00	3.A.3	On-the-Job Training	OJ	3	31.38	33	9.2866	15.9658	52.4013	N	07/2015	Incumbent
51-9198.00	3.A.3	On-the-Job Training	OJ	4	9.98	33	5.3349	3.2034	27.0941	N	07/2015	Incumbent
51-9198.00	3.A.3	On-the-Job Training	OJ	5	13.00	33	7.5755	3.6777	36.8975	N	07/2015	Incumbent
51-9198.00	3.A.3	On-the-Job Training	OJ	6	1.42	33	1.0349	0.3165	6.1046	N	07/2015	Incumbent
51-9198.00	3.A.3	On-the-Job Training	OJ	7	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	3.A.3	On-the-Job Training	OJ	8	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
51-9198.00	3.A.3	On-the-Job Training	OJ	9	0.00	33	0.0000	n/a	n/a	N	07/2015	Incumbent
53-1041.00	2.D.1	Required Level of Education	RL	1	10.19	20	7.1352	2.1684	36.7189	N	07/2016	Incumbent
53-1041.00	2.D.1	Required Level of Education	RL	2	64.06	20	13.2278	34.8726	85.5738	N	07/2016	Incumbent
53-1041.00	2.D.1	Required Level of Education	RL	3	2.55	20	2.6732	0.2755	19.8941	N	07/2016	Incumbent
53-1041.00	2.D.1	Required Level of Education	RL	4	4.74	20	3.7454	0.8704	22.0155	N	07/2016	Incumbent
53-1041.00	2.D.1	Required Level of Education	RL	5	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	2.D.1	Required Level of Education	RL	6	18.46	20	11.7804	4.2156	53.8072	N	07/2016	Incumbent
53-1041.00	2.D.1	Required Level of Education	RL	7	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	2.D.1	Required Level of Education	RL	8	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	2.D.1	Required Level of Education	RL	9	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	2.D.1	Required Level of Education	RL	10	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	2.D.1	Required Level of Education	RL	11	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	2.D.1	Required Level of Education	RL	12	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	3.A.1	Related Work Experience	RW	1	5.64	20	4.4763	1.0190	25.7860	N	07/2016	Incumbent
53-1041.00	3.A.1	Related Work Experience	RW	2	9.70	20	9.3691	1.1313	50.1993	N	07/2016	Incumbent
53-1041.00	3.A.1	Related Work Experience	RW	3	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	3.A.1	Related Work Experience	RW	4	2.87	20	2.9982	0.3110	21.8973	N	07/2016	Incumbent
53-1041.00	3.A.1	Related Work Experience	RW	5	12.70	20	8.6115	2.7842	42.5039	N	07/2016	Incumbent
53-1041.00	3.A.1	Related Work Experience	RW	6	41.63	20	11.4565	21.0043	65.6764	N	07/2016	Incumbent
53-1041.00	3.A.1	Related Work Experience	RW	7	22.24	20	14.4407	4.7465	62.1515	N	07/2016	Incumbent
53-1041.00	3.A.1	Related Work Experience	RW	8	1.95	20	2.0526	0.2091	15.8509	N	07/2016	Incumbent
53-1041.00	3.A.1	Related Work Experience	RW	9	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	3.A.1	Related Work Experience	RW	10	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	3.A.1	Related Work Experience	RW	11	3.26	20	3.3894	0.3544	24.2113	N	07/2016	Incumbent
53-1041.00	3.A.2	On-Site or In-Plant Training	PT	1	0.00	19	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	3.A.2	On-Site or In-Plant Training	PT	2	34.41	19	17.4192	9.3948	72.6411	N	07/2016	Incumbent
53-1041.00	3.A.2	On-Site or In-Plant Training	PT	3	15.87	19	11.1591	3.1560	52.1989	N	07/2016	Incumbent
53-1041.00	3.A.2	On-Site or In-Plant Training	PT	4	25.64	19	12.0240	8.3930	56.4664	N	07/2016	Incumbent
53-1041.00	3.A.2	On-Site or In-Plant Training	PT	5	18.85	19	9.3936	6.0094	45.7696	N	07/2016	Incumbent
53-1041.00	3.A.2	On-Site or In-Plant Training	PT	6	1.91	19	1.9955	0.2064	15.4545	N	07/2016	Incumbent
53-1041.00	3.A.2	On-Site or In-Plant Training	PT	7	3.32	19	3.4588	0.3567	24.8151	N	07/2016	Incumbent
53-1041.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	19	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	19	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	3.A.3	On-the-Job Training	OJ	1	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	3.A.3	On-the-Job Training	OJ	2	21.72	20	11.0919	6.6139	52.0827	N	07/2016	Incumbent
53-1041.00	3.A.3	On-the-Job Training	OJ	3	22.25	20	8.9921	8.7966	45.9309	N	07/2016	Incumbent
53-1041.00	3.A.3	On-the-Job Training	OJ	4	40.63	20	8.9725	23.9106	59.8546	N	07/2016	Incumbent
53-1041.00	3.A.3	On-the-Job Training	OJ	5	15.39	20	7.9383	4.8339	39.4521	N	07/2016	Incumbent
53-1041.00	3.A.3	On-the-Job Training	OJ	6	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	3.A.3	On-the-Job Training	OJ	7	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	3.A.3	On-the-Job Training	OJ	8	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1041.00	3.A.3	On-the-Job Training	OJ	9	0.00	20	0.0000	n/a	n/a	N	07/2016	Incumbent
53-1042.00	2.D.1	Required Level of Education	RL	1	0.00	20	0.0000	n/a	n/a	N	08/2024	Incumbent
